acronym_,expansion,id,text
AV,antivirus,EXT,There are several methods which AV engine can use to identify malware:
AV,antivirus,EXT,"Depending on the actions logged, the AV engine can determine if the program is malicious or not."
AV,antivirus,EXT,"Albeit this technique has shown to be quite effective, given its heaviness and slowness, it is rarely used in end-user AV solutions."
AV,antivirus,EXT,Traditional AV software relies heavily upon signatures to identify malware.
AV,antivirus,EXT,"Substantially, when a malware arrives in the hands of an AV firm, it is analysed by malware researchers or by dynamic analysis systems."
AV,antivirus,EXT,"Then, once it is determined to be a malware, a proper signature of the file is extracted and added to the signatures database of the AV software."
AV,antivirus,EXT,"For example, the Vundo trojan has several family members, depending on the AV vendor's classification."
AV,antivirus,EXT,"Real-time protection, on-access scanning, background guard, resident shield, autoprotect, and other synonyms refer to the automatic protection provided by most AV, anti-spyware, and other anti-malware programs."
AV,antivirus,EXT,"Some commercial AV software end-user license agreements include a clause that the subscription will be automatically renewed, and the purchaser's credit card automatically billed, at the renewal time without explicit approval."
AV,antivirus,EXT,"Some apparent AV programs are actually malware masquerading as legitimate software, such as WinFixer, MS Antivirus, and Mac Defender."
AV,antivirus,EXT,"A ""false positive"" or ""false alarm"" is when AV software identifies a non-malicious file as malware."
AV,antivirus,EXT,"For example, if an AV program is configured to immediately delete or quarantine infected files, as is common on Microsoft Windows AV applications, a false positive in an essential file can render the Windows operating system or some applications unusable."
AV,antivirus,EXT,Running  multiple AV programs concurrently can degrade performance and create conflicts.
AV,antivirus,EXT,Active AV protection may partially or completely prevent the installation of a major update.
AV,antivirus,EXT,Support issues also exist around AV application interoperability with common solutions like SSL VPN remote access and network access control products.
AV,antivirus,EXT,These technology solutions often have policy assessment applications that require an up-to-date AV to be installed and running.
AV,antivirus,EXT,"If the AV application is not recognized by the policy assessment, whether because the AV application has been updated or because it is not part of the policy assessment library, the user will be unable to connect."
AV,antivirus,EXT,"Studies in December 2007 showed that the effectiveness of AV software had decreased in the previous year, particularly against unknown or zero day attacks."
AV,antivirus,EXT,"At that time, the only exception was the NOD32 AV, which managed a detection rate of 68%."
AV,antivirus,EXT,and it gets by well-known AV products very easily.
AV,antivirus,EXT,yet they have AV software running
AV,antivirus,EXT,Rootkits can modify the inner workings of the operating system and tamper with AV programs.
AV,antivirus,EXT,"Furthermore, inexperienced users can be lulled into a false sense of security when using the computer, considering their computers to be invulnerable, and may have problems understanding the prompts and decisions that AV software presents them with."
AV,antivirus,EXT,"If the AV software employs heuristic detection, it must be fine-tuned to minimize misidentifying harmless software as"
AV,antivirus,EXT,"Other solutions can also be employed by users, including Unified Threat Management , hardware and network firewalls, Cloud-based AV and online scanners."
AV,antivirus,EXT,"However, they are not AV systems and make no attempt to identify or remove anything."
AV,antivirus,EXT,Cloud AV =
AV,antivirus,EXT,"Cloud AV is a technology that uses lightweight agent software on the protected computer, while offloading the majority of data analysis to the provider's infrastructure."
AV,antivirus,EXT,One approach to implementing cloud AV involves scanning suspicious files using multiple AV engines.
AV,antivirus,EXT,This approach was proposed by an early implementation of the cloud AV concept called CloudAV.
AV,antivirus,EXT,CloudAV was designed to send programs or documents to a network cloud where multiple AV and behavioral detection programs are used simultaneously in order to improve detection rates.
AV,antivirus,EXT,Parallel scanning of files using potentially incompatible AV scanners is achieved by spawning a virtual machine per detection engine and therefore eliminating any possible issues.
AV,antivirus,EXT,"Some AV vendors maintain websites with free online scanning capability of the entire computer, critical areas only, local disks, folders or files."
AV,antivirus,EXT,Periodic online scanning is a good idea for those that run AV applications on their computers because those applications are frequently slow to catch threats.
AV,antivirus,EXT,One of the first things that malicious software does in an attack is disable any existing AV software and sometimes the only way to know of an attack is by turning to an online resource that is not installed on the infected computer.
