acronym,expansion,anchor_sentence
BAM,behance artistic media,"For our painting image data - subsets , we experimented with conditioning using combined landscapes and portraits , baseline faces ( from just Painter By Numbers ) , and eventually our augmented faces ( Painter By Numbers + BAM ) datasets ."
BAM,best alignment metric,"As a pre - processing step , CNN based gland segmentation was performed , followed by the calculation of BAM for each gland ."
BAM,bandwidth allocation model,"The PSIoT - SDN proof of concept components are : A network topology created with the Mininet emulator ; The POX SDN network operating system supporting the IoT - SDN network management ; Open vSwitch switches , controlled by the OpenFlow protocol ; User traffic generators ; The MAM - like BAM module implemented with OpenStack tools ; and The SDN user - controller software ."
SSR,spatial skeleton realignment,The skeleton sequences in the figure clearly demonstrates the effectiveness of SSR and GAN regularization in our attack .
SSR,sparse signal recovery,"Both theoretical and empirical results in SSR problem prove that the -shrinkage thresholding function is a good alternative to the Schatten- norm , which can achieve better recovery performance than the existing surrogates ."
SSR,spectral super - resolution,"To our best knowledge , this is the first attempt to explore this in SSR ."
EB,energy buffer,"For decision making by the resource controller , the received EB level reports are compared with the following thresholds : and , respectively termed the lower and the upper energy threshold with ."
EB,energy beam,The proposed method converges to the optimal EB solution as the iterations proceed .
SI,satellite imagery,The impact is estimated by comparing the population estimates performed on a coarse administrative unit to known population counts of finer administrative units ( see SI ) .
SI,semantic inpainting,"CE : context encoder , SI : semantic inpainting , CA : contextual attention ."
AN,artificial noise,"In ( ) , is the confidential message of satisfying and denotes the AN vector with complex Gaussian distribution , i.e. , ."
AN,attention network,"To further evaluate the performance contribution of FN to FAN , here we compare the performance of FAN and AN , which are all based on the image - encoder released by Shi shi2016robust , instead of the ResNet - based encoder , over the five unconstrained datasets ( IIIT5 K , SVT , IC03 , IC13 and IC15 ) ."
ESC,environment sound classification,"Experiments and ResultsWe report state - of - the - art results on ESC benchmark datasets , i.e. UrbanSound8 K , ESC-10 and ESC-50 , using the proposed model ."
ESC,ergodic sum capacity,So the EHS - CNOMA with MRC provides linearly increased ESC for .
TSP,traveling salesman problem,"Consequently , TauRieL generates TSP solutions two orders of magnitude faster per TSP instance as compared to state - of - the - art offline techniques with a performance impact of 6.1 in the worst case ."
TSP,triad significance profile,"From this algorithm , we can get frequencies of 13 isomorphic triad types of given graph G. TSP - Filtering get 2-hop neighborhood social network of a certain user as input ."
LPP,locality preserving projections,"However , the conventional LPP only takes the manifold information into consideration ."
LPP,load planning problem,The fact that the set of solutions to prediction second stage LPP sample be finite for a given value of allows important simplifications in the analysis of the statistical properties of the SAA method .
ITS,intelligent transportation system,b ] There exist sub - bands contained within a 10 MHz ITS channel .
ITS,interrupted time series,"Penney penney_chilling_2016 also starts with an ITS model to understand the impact of the Edward Snowden revelations on page views to "" terrorism - related "" Wikipedia articles ."
ITS,intelligent tutoring systems,Many intelligent tutoring systems ( ITS ) use mastery learning within the Knowledge Tracing framework : making students work on a given skill until the system infers that they have mastered it .
CST,corticospinal tract,RecoBundles oversegmented the CST to neighbouring gyri and selected many streamlines ending prematurely instead of reaching the correct start and end regions of the tract .
CST,china standard time,China Standard Time ( CST ) is UTC+08:00 .
CMI,conditional mutual information,because ( a ) CMI directly considers the dependency between the selection and multiple - possible text while limiting the ratio aims at finding the single most salient parts for each source . (
CMI,code - mixed index,"From Table , we have observed that the collected code - mixed data has a higher code - mixing index as compared to FIRE 2015 ( http://fire.irsi.res.in/fire/2015/home ) Shared Task Corpus ( CMI = 11.65 ) and ICON 2015 ( http://ltrc.iiit.ac.in/icon2015/ ) Shared Task Corpus ( CMI = 5.73 ) ."
SCA,successive convex approximation,"By considering the approximations of Pm_con_mod , we can formulate the GP approximated subproblem at the iteration of the SCA as follows : We solve the problem in an online fashion ( i.e. , time slot by time slot ) for ."
SCA,scatter component analysis,Scatter component analysis ( SCA ) converted the samples into a set of subspaces ( i.e. scatters ) and then minimized the divergence between them .
SCA,smart cut algorithm,"Regarding the atained reuse on the tested algorithms , both SCA and RTMA achieved values around 33 of reuse ."
ISP,internet service providers,"The second option is a double translation , in which IPv4 packets are translated to IPv6 packets as specified in RFC6145 and on the edge of the ISP network a second translation from IPv6 back to IPv4 is made ."
ISP,image signal processor,"We consider ISP configurations with all stages enabled , no stages enabled , and stages selectively enabled / disabled ."
BNC,british national corpus,The BNC handbook : exploring the British National Corpus with SARA .
BNC,brown news corpus,Table shows some examples of such sentences present in BNC and EMC datasets .
MACS,mean average conceptual similarity,"In comparison to Brown news corpus , for Enron e - mail corpus A * algorithm has large MACS score for very few sentences ."
MACS,minimum average conceptual similarity,"Consider the scenario in Figure , the MACS score is computed times for the four terms : A , B , C and D. The comparison required for computing the MACS score for A are : , , , , and ."
ADA,american diabetes association 's,"Dataset Our evaluation dataset is comprised of research studies , cited in the ADA Standards of Medical Care 2018 CPG ."
