acronym,expansion,anchor_sentence
RT,retweets,"[ language = json , firstnumber=1 , caption = Extract of Streaming API response , label = StreamingAPI2 ] "" created_at "" : "" Mon Nov 16 18:23:16 +0000 2015 "" , "" i d "" : 666320647509921794 , "" id_str "" : "" 666320647509921794 "" , "" text "" : "" RT @ZeikBaard : Het is de schuld van de wiet mensen ."
RT,reparameterization trick,The recent development in RT allows more distributions to be used in VAEs .
RT,ruthes,"Performance of three combinations of submissions of the RUSSE shared task compared to the best scores for the HJ / RT / AE datasets across all submissionsRDT : Russian Distributional ThesaurusWhile four resources presented above are accurate and represent different types of semantic relations , their coverage ( 222 - 1519 source words ) makes them best suited for evaluation and training purposes ."
RT,region template,"Each data region of one or multiple RT instances can be associated with different data storage implementations , defined by the application designer ."
RW,reaction wheels,"Reaction Wheels ( RW ) were rejected early on based on mass and power considerations , in favour of thruster - based configurations ."
RW,random walk,"Moreover , since our formulation follows the main mathematical properties of the classical RW on graphs , our converges to a SPD as well , regardless of the initial conditions , namely , regardless of the initial probability distribution ( which is independent of and ) ."
LV,left ventricle,"U - Net is trained on the FS images to produce multi - class ( LV , RV and MC ) segmentation outputs ."
LV,las vegas,table[hbt]centertabularlccc & & 2cTest Set 3 - 4 & & MVOI 7 & SN LV 2*Training Set & MVOI ALL & 0.68 & 0.01 & SN LV & 0.00 & 0.62 tabularcenterCross - dataset .
LV,large volumetric,Two expert cardiologists were asked to rate the upsampled images from 1 ( very poor ) to 5 ( excellent ) based on the accuracy of the reconstructed LV boundary and geometry .
RG,renormalization group,"series expansion , using the direct numerical integration of the quark mass RG equation as a reference From Fig . ( ) ."
RG,riemmanian geometry,The majority of differences were statistically significant in pairwise comparisons ( except the auditory case of radial basis function SVM versus TS RG linear SVM ) as tested with non - parametric Wilcoxon pairwise tests at a level of Results of between - subject generalization trials ( testing of classifiers using an external subject 's EEG ) were non - significantly different from the chance level .
RG,reber grammar,"This is why in figures , , , and some of the loops and the transitions that are originally present on the RG and ERG may be absent ."
AT,asteroidal triple,This contradicts the fact that forms an AT in .
AT,adversarial training,"Specifically , AT minimizes the loss function : where the inner maximization , , is usually performed with an iterative gradient - based optimization ."
AT,adaptive threshold,"Therefore , in the following , GDA - PCEN - AT is the model that we will choose to report results on the test set ."
CCR,correct classification ratio,It also utilizes the efficacy of interaction measurements like MDR CCR and Rule Utility .
CCR,correct correction rate,Bold values correspond to CCR when training angle is similar to testing angle .
GMP,global max pooling,"We believe the reason is that , GMP is capable of picking - up high - level shift - invariant features , which are most discriminative among others ."
CBT,children 's book test,"In 2015 , CNN / Daily Mail and CBT were released ."
CBT,consensus - before - talk,"Incorporating the consensus delay , the end - to - end latency under CBT is investigated ."
DAR,dynamic assignment ratio,"In the formulation , link flows are observed from sensors , path / link indices matrix is from network topology in section , DAR matrix can be computed through real - time traffic speed data by section and route choice matrix is determined by the clustering results in section and the route choice model in section ."
DAR,defence application register,For instance a DAR Importance Rating of 55 would equate to a radius of 4.18 ( i.e. 4.18 = 55 ) .
TSA,temporary scope association,"The network structure is due to vertices participating to more than one projects , in more than one TSA ."
TSA,taobao search advertising,"CIA Framework in Taobao Sponsored SearchMarketing demands at TSA can be classified into two categories , i.e. , basic and compound demands ."
MI,myocardial infarction,The reason behind this lack of performance for PVC is the non - specific variation of ECG parameters as they are more specific in the case of MI and PAC .
MI,mutual information,"Derivative of the MI with respect to the transmitted power of each user , in a 8-user symmetric Gaussian MAC with F - MEC coding scheme ."
MI,motor imagery,t]Classification Results of the 5th session data ( 100 trials ) for all subjectsThe high classification results for each subject across different sessions suggests that the proposed TSLR classifier is robust and efficient in detecting ErrP and MI signals .
PVC,premature ventricular contraction,"After preprocessing and feature extraction we apply the Bayesian Belief Network for the prediction Normal and Abnormal beat and then further classification of cardiac anomalies into MI , PAC , and PVC ."
PVC,passive voltage contrast,"However , layout obfuscation methods can be detected using advanced imaging tools like PVC , SEM or dynamic optical beam induced current circuit analysis ( DOCA ) ."
WT,wild type,"The distributions of capillary diameter , length , and tortuosity varied little between young and old mice or between WT and AD genotype ( Table ) ."
WT,whole tumor,"At inference time , the WT prediction from the previous step is used in place of the ground truth ."
AAL,automated anatomical labeling,"The reasons for choosing AAL rather than other existing atlases are ( i ) this atlas contains an optimal number of brain regions that could make each region large enough to compensate possible stroke - induced lesion effect or distortion , and ( ii ) this atlas contains cortical , subcortical and cerebellar regions , which could be equally important for mRS prediction ."
AAL,ambient assisted living,"Over the last decade , many solutions have been proposed under the umbrella of AAL to support independent living of the elder people ."
DA,denoised auto - encoder,"Features learned by DA on GASF is shown to be different prototype , as correlated basis to construct the raw images ."
DA,deterministic annealing,Our simulation results show that both DA and RL algorithms outperform the existing Lloyd algorithm when communication range is limited .
DA,domain adaptation,"Being hampered by the difficulties in feature - space adaptation , the current tendency turns to explore the DA possibility in other spaces , including pixel ( input ) space and segmentation ( output ) space ."
DA,data augmentation,"By exploiting DA and advanced classification methods , it is capable of identifying a variety of network intrusions , especially emerging ones ."
DA,direct assessment,"These results are in line with , who compared a preference - based RR to a standard DA rating scale and found that the former was more sensitive to differences between systems , and less susceptible to variance between subjects ."
DA,dialogue acts,"For instance , utterance is simultaneously labeled as GG for "" Good Luck "" and PA for "" using a Win+Shift+Cursor move "" ( DA labels are shown in Table tab : taxonomy_12DAs ) ."
MIR,music information retrieval,"Moreover , AEG better takes into account the subjective nature of music emotional responses through the use of probabilistic inference and model adaptation , further making it possible to personalize an emotion - based MIR system ."
MIR,music instrument recognition,"Deep learning has in recent years been utilised in several MIR research topics including live score following , music instrument recognition , and automatic tagging ."
MIR,music information research,"Among the multiple possibilities that this dataset may offer to the MIR community , we focus our work on the multi - label classification problem , described next ."
DCT,document creation time,"For this , we built a regular - expression based DCT extractor(https://bitbucket.org / leondz / add - dct ) and used it to create a DCT database of every document in the source collection ( this failed for one of the 1 777 888 documents ; upon manual examination , the culprit contained no hints of its creation time ) ."
DCT,download completion time,"The advantages of FEC are less evident for larger files : for both 10kB and 50kB files , using FEC clearly deteriorates the DCT in most cases ."
PLS,partial least square,"Both of them attempt to use two linear mappings to project samples into a common space where the correlation is maximized , while PLS considers the variations rather than only the correlation in the target space ."
PLS,physical layer security,The authors in and studied the problem of optimal relay placement / assignment to enhance PLS .
PLS,progressive lesion segmentation,"Although the sections of the lesion shrinks when the PLS progresses from the RECIST slice to the superior and inferior edges of the lesion in 3D , the scale - invariance mechanism ensures that the convolution filters at various scales will be able to generate response to the lesion region , which brings robustness against lesion size variability to the PLS ."
PC,program counter,"In addition to data registers and memory , they also added a tag bit to PC register ."
PC,point cloud,"We select a frame where the vehicle is very near to the intersection ; we compute the SENSOROG , the occupancy grid built using the PC reconstructed from the cameras , see ; we generate the EXPECTEDOG , the occupancy grid obtained from OpenStreetMap when hypothesizing the vehicle in the GT position ; we superimpose the two occupancy grids and , depending on whether the two are aligned , see fig : confrontoGT , we consider the approach to that intersection as usable or not ."
